sample_name	index	round	extraction_kit	extraction_kit_round	extraction_kit_id	extraction_vendor	bead_beating	incubation	biomass_plate	biomass_sample	storage_solution	swab_type	sample_number	sample_technical_replicate	sample_type	sample_type_1	sample_type_2	sample_type_3	unique_sample_id	collection_timestamp	description	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	fresh_frozen	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	sex	latitude	longitude	physical_specimen_location	physical_specimen_remaining	dna_extracted	gdna_well_id	dna_conc_ng_ul	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	scientific_name	taxon_id	title
12201.mock.community.d7.1.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d7.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	C12	0.90069412	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d7.2.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d7.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	D12	0.891944704	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d7.3.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d7.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	E12	0.891944704	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d7.zymoMA.H	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d7.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	G12	0.906527065	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d8.1.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d8.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	F12	0.877362343	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d8.2.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d8.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	G12	0.90069412	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d8.3.zymoMA.L	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d8.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	H12	0.87444587	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d8.zymoMA.H	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	variable	not applicable	not applicable	not provided	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard I	ZymoBIOMICS Microbial Community Standard I	mock.community.d8.round2	2020	ZymoBIOMICS Microbial Community Standard I cat# D6300	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	H12	0.891944704	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.oral.human.A.1.zymoMA.H	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	not provided	not applicable	oral	not applicable	human saliva	human.saliva.A	oral.human.A.1.round2	1/27/20	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	32	years	UBERON:saliva	not applicable	UBERON:saliva	UBERON:saliva	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	True	A5	1.169009566	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.A.2.zymoMA.H	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	not provided	not applicable	oral	not applicable	human saliva	human.saliva.A	oral.human.A.2.round2	1/27/20	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	32	years	UBERON:saliva	not applicable	UBERON:saliva	UBERON:saliva	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	True	B5	1.2915014	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.A.3.zymoMA.H	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	not provided	not applicable	oral	not applicable	human saliva	human.saliva.A	oral.human.A.3.round2	1/27/20	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	32	years	UBERON:saliva	not applicable	UBERON:saliva	UBERON:saliva	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	True	C5	1.253587261	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.B.1.zymoMA.H	not applicable	2	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	not provided	not applicable	oral	not applicable	human saliva	human.saliva.B	oral.human.B.1.round2	1/27/20	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	33	years	UBERON:saliva	not applicable	UBERON:saliva	UBERON:saliva	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	True	D5	4.429625525	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	human oral metagenome	447426	Knight sample set for testing
